RESPID,QD2_PoliticalAffiliation,QD2A_PoliticalLean,QC3_ClintonEmailAwareness,QC4_ClintonEmailIntent,QC5_ClintonEmailHonesty,QC6_BenghaziCommittee,QC7_TiredofEmails,QB1_ObamaApproval,QB2_CongressApprove,QB3_CountryDirection,QB4_TradeAgreements,QB5_TradeAgreementAwareness,QB6_TradeAgreementOpinion,QB7_NaftaOpinion,QD3_PoliticalViews,QD3A_TeaParty,QD4_Education,QD5_Age,QD5A_AgeRange,QD6_Children,QD7_HispanicLatino,QD8_WhiteBlackAsian,QD9_Income,QD10_Gender
980,2,,1,2,1,2,1,1,2,1,1,1,1,1,1,5,8,88,,2,2,3,3,1
5318,1,,1,2,2,2,1,1,2,1,1,2,3,3,3,5,8,42,,1,2,1,4,1
3390,1,,1,1,2,1,1,2,2,2,2,2,4,2,4,2,3,56,,2,2,1,3,2
3809,2,,1,2,1,2,1,1,2,2,2,1,2,1,1,5,7,67,,2,2,1,1,2
435,2,,1,2,1,2,1,1,2,2,3,2,4,4,3,4,3,71,,2,2,1,3,2
464,3,3,1,2,1,2,1,2,9,2,2,2,2,2,3,5,6,72,,1,2,1,2,2
507,3,9,2,2,1,2,1,9,2,2,3,3,4,3,4,3,3,68,,2,2,1,1,2
1072,1,,1,1,2,1,1,2,2,2,3,2,4,3,3,3,3,75,,2,2,1,1,2
5260,1,,1,9,2,1,1,2,1,2,3,3,4,3,5,5,5,79,,2,2,1,1,2
5485,3,3,1,1,2,1,2,2,2,2,2,2,2,2,5,3,8,99,3,2,2,1,9,2
2773,3,2,2,2,1,2,1,1,1,2,3,3,4,1,3,3,7,30,,2,1,4,3,2
246,1,,1,2,1,2,1,1,2,2,1,2,4,1,3,3,5,73,,2,2,1,2,2
5368,2,,2,2,1,2,1,1,2,2,3,1,1,2,4,5,7,74,,2,2,2,4,1
354,1,,1,1,2,1,2,2,1,2,3,1,2,2,5,3,3,75,,2,2,1,4,2
1386,9,2,3,9,9,1,9,1,1,1,3,3,4,4,9,3,3,21,,1,2,3,8,2
1743,2,,2,2,1,2,1,1,2,2,2,2,2,1,3,5,5,70,,2,2,2,2,1
108,1,,1,1,2,2,1,2,1,2,1,3,4,2,5,2,3,20,,1,2,1,9,1
315,3,3,1,1,2,2,2,1,2,1,1,1,4,1,3,5,8,99,3,2,2,3,3,1
2239,1,,1,1,2,1,2,2,2,2,1,2,1,4,5,1,5,85,,2,2,1,4,1
4368,3,2,2,2,1,2,9,2,2,2,3,3,4,4,1,9,5,73,,2,1,1,2,2
5883,2,,1,2,1,2,1,1,1,1,2,3,2,2,3,5,3,53,,1,2,3,1,2
1057,2,,1,2,1,2,1,1,2,1,3,1,4,4,2,5,7,55,,2,2,1,4,2
1152,3,2,2,1,2,1,1,1,2,2,2,3,1,1,1,5,3,18,,2,1,9,3,2
4636,2,,1,9,1,2,1,1,2,3,1,2,4,1,2,5,8,36,,1,2,2,3,2
624,3,3,1,2,2,2,9,2,2,2,3,2,3,4,3,5,8,89,,2,2,1,3,1
7162,1,,1,1,2,3,2,2,2,2,3,2,4,2,5,3,7,48,,1,2,1,4,1
2321,3,1,2,2,2,2,1,2,2,2,2,2,4,2,3,3,8,51,,1,2,3,4,1
5312,1,,1,2,1,2,1,2,2,1,1,1,1,1,3,3,8,59,,2,2,1,4,1
1668,3,2,1,9,9,2,1,1,2,1,1,1,1,3,3,5,8,55,,1,2,9,2,1
1790,3,3,2,1,2,1,9,9,9,2,1,2,4,3,3,3,8,50,,1,2,1,3,1
2314,4,3,2,1,2,9,2,9,2,9,1,1,1,1,3,3,5,99,3,2,2,1,4,1
5365,3,1,1,1,2,9,2,2,2,2,1,2,1,1,3,4,8,49,,1,2,1,4,2
5542,2,,1,2,1,2,1,1,2,1,1,2,1,1,3,5,6,60,,2,2,1,2,1
1213,4,1,3,9,9,1,1,2,2,2,1,3,4,1,5,2,7,28,,2,2,1,4,1
6885,3,3,1,1,2,1,2,2,2,2,2,3,2,2,4,1,6,50,,2,2,3,4,2
3450,4,2,1,2,1,1,2,1,2,1,3,2,1,3,3,4,6,44,,1,2,1,4,2
5210,3,3,1,2,1,2,1,1,2,2,2,3,4,3,3,4,5,60,,2,2,2,9,2
7181,1,,1,2,2,3,2,2,2,2,4,3,4,1,4,3,7,50,,1,2,1,2,2
6820,1,,1,9,9,1,1,2,2,2,2,3,4,4,5,3,5,36,,1,2,1,4,2
3001,3,2,1,2,2,2,1,2,2,2,4,1,2,2,3,5,6,64,,2,2,1,3,1
1012,3,1,1,2,9,1,2,2,2,1,3,1,4,1,3,3,8,70,,2,2,1,4,1
4704,4,1,1,9,2,1,2,2,2,2,2,2,2,2,5,1,6,56,,2,2,1,3,1
5465,1,,1,2,2,2,2,2,2,2,2,2,3,2,3,3,6,52,,2,2,1,4,1
1135,3,1,1,2,2,2,1,2,2,2,2,3,4,4,2,3,5,99,1,1,2,1,2,2
4513,4,1,3,9,9,2,9,2,2,2,4,3,4,4,5,3,3,50,,1,2,1,1,2
5091,3,3,3,9,9,9,9,1,9,9,3,3,4,4,9,9,2,45,,1,1,4,1,2
5523,1,,1,2,2,2,1,2,2,2,2,3,4,2,4,3,5,42,,1,2,1,3,2
106,2,,1,2,2,2,1,2,2,2,2,2,2,2,1,5,8,99,2,1,2,1,3,2
2235,3,2,1,1,2,3,2,1,2,1,1,2,4,1,3,2,7,31,,1,2,1,3,2
7313,1,,2,2,2,2,1,2,2,2,1,2,4,1,4,3,5,19,,2,2,1,3,2
2233,3,3,1,1,2,9,1,9,2,2,3,2,4,4,9,9,5,40,,1,2,1,2,2
2788,3,1,1,1,2,2,1,2,2,2,3,3,4,3,4,1,5,27,,2,2,1,2,1
1137,1,,2,1,2,1,1,2,2,2,3,3,4,3,3,3,8,41,,1,2,1,4,1
4657,1,,2,1,2,1,2,2,2,2,2,2,2,2,4,3,5,51,,2,2,1,4,1
2256,4,3,3,2,2,9,9,9,9,2,3,3,4,4,9,3,3,74,,2,1,4,2,2
4304,4,1,1,2,1,2,2,2,2,2,3,2,4,4,5,4,6,25,,2,2,1,2,1
4414,3,3,1,2,9,1,1,9,2,2,1,3,4,4,2,5,7,62,,2,2,1,3,2
2344,3,3,1,2,1,2,1,1,2,2,1,1,1,1,1,5,8,63,,2,2,1,3,2
371,1,,1,1,2,1,2,2,2,2,1,2,4,2,5,2,5,77,,2,2,1,3,2
355,4,3,1,9,9,1,2,1,9,1,3,3,4,1,3,2,3,67,,2,2,1,1,2
683,2,,1,2,1,9,1,1,2,9,3,1,3,9,3,5,8,57,,1,2,1,4,2
973,2,,1,2,2,2,1,1,2,2,3,3,4,4,3,3,5,72,,2,2,1,2,2
965,2,,1,2,1,2,1,1,2,2,3,3,4,4,4,5,4,68,,2,1,1,1,2
2699,1,,1,2,2,1,1,1,9,1,1,2,3,1,5,3,8,83,,2,2,1,2,2
2999,2,,1,2,1,2,1,1,2,2,2,2,2,2,1,5,8,68,,2,2,1,3,2
3948,2,,3,2,1,2,1,1,2,1,3,2,4,3,3,5,8,84,,2,2,1,2,2
4154,1,,1,1,2,1,1,2,2,2,3,2,4,3,5,1,3,72,,2,2,1,1,2
4912,2,,1,2,1,2,1,1,2,2,3,2,4,3,4,3,8,54,,1,2,1,3,2
4999,3,2,1,2,1,2,1,1,2,2,1,2,4,2,4,5,6,60,,2,1,2,3,2
5338,3,2,1,2,1,2,1,1,2,3,3,1,2,3,3,5,8,65,,2,2,1,3,2
6453,2,,1,2,1,2,1,1,2,3,3,3,4,3,3,5,6,54,,2,2,1,3,2
979,4,1,2,9,2,2,9,2,9,2,4,3,4,4,9,3,6,46,,1,2,1,1,1
2215,2,,1,1,1,2,1,1,2,1,3,3,4,4,3,9,3,22,,1,2,2,2,1
402,2,,2,2,1,2,1,1,2,2,1,2,3,3,2,5,3,49,,2,2,1,4,1
692,3,3,1,1,2,3,2,2,2,2,2,2,4,4,4,3,7,99,2,1,2,1,3,1
2003,2,,1,2,2,2,2,1,2,1,1,2,1,1,3,5,8,31,,2,2,2,3,1
2718,3,3,2,1,1,1,1,2,2,2,1,2,1,1,3,1,6,58,,2,2,1,2,1
4086,1,,1,2,2,2,1,2,2,2,2,2,4,2,3,2,7,38,,2,1,1,4,1
6063,1,,1,1,2,2,2,2,2,2,1,2,3,1,3,4,8,53,,1,2,1,4,1
7579,1,,2,1,2,2,2,2,1,2,1,3,4,2,2,3,8,47,,2,2,1,4,1
2686,9,2,1,2,1,2,1,1,2,2,9,3,3,1,5,9,7,44,,2,1,3,1,1
2190,1,,1,2,1,2,1,2,1,2,2,3,4,2,3,3,6,55,,2,2,1,4,2
5517,2,,1,2,1,2,1,1,2,3,1,1,3,3,2,5,8,62,,2,2,1,4,2
5775,2,,1,1,2,1,1,1,1,2,3,2,4,4,4,3,6,54,,2,2,1,4,2
3713,2,,2,2,1,9,1,1,2,1,3,3,4,4,2,5,8,89,,2,2,1,2,2
1530,1,,1,1,2,1,2,2,9,2,3,2,4,4,4,3,6,40,,1,1,1,3,2
2791,2,,3,9,9,9,9,1,2,3,2,3,9,9,3,3,3,21,,2,1,4,2,2
3790,2,,1,2,1,2,1,1,2,3,3,2,4,1,2,5,7,23,,2,2,1,2,2
1032,2,,3,9,1,9,2,9,9,3,3,3,4,4,2,9,1,28,,2,2,1,8,2
669,2,,1,2,1,2,1,1,2,1,3,2,4,4,3,3,7,63,,2,2,2,3,1
693,2,,1,2,1,2,1,1,1,3,2,1,2,1,1,3,7,92,,2,1,1,3,2
2390,2,,1,2,1,2,2,1,2,2,2,1,2,1,2,5,7,54,,2,2,1,3,2
4471,2,,1,2,1,2,1,1,1,1,3,3,4,4,1,5,6,64,,2,2,1,2,2
3416,4,3,1,1,2,1,2,2,2,3,4,1,2,1,3,3,8,23,,1,1,4,4,1
2752,1,,1,1,2,1,2,2,2,2,3,2,4,4,5,3,7,57,,2,2,1,4,2
2645,9,2,3,9,9,9,1,1,2,1,1,3,4,3,3,3,7,49,,2,1,4,4,1
1544,1,,1,1,2,1,2,2,2,2,2,2,2,2,5,1,3,70,,2,2,1,3,1
974,4,3,1,2,1,2,1,9,2,2,3,3,4,4,4,4,3,65,,1,2,1,2,2
2698,1,,1,1,2,1,2,2,2,2,1,1,2,2,4,1,3,86,,2,2,1,2,2
3853,1,,1,2,2,9,2,2,2,2,3,3,4,3,5,3,7,46,,1,2,1,3,2
3063,2,,1,2,1,2,1,1,2,9,1,1,3,4,2,5,8,81,,2,2,1,3,2
453,2,,3,9,9,2,1,1,1,1,4,3,4,1,3,3,3,77,,2,2,2,2,1
4491,2,,2,2,1,2,1,1,2,9,3,3,4,4,5,5,2,70,,2,1,1,1,2
3511,3,3,1,2,1,2,1,1,2,1,2,1,2,2,3,5,6,71,,2,2,1,2,2
1031,1,,1,1,2,1,1,2,2,2,2,2,2,2,3,1,7,62,,2,2,1,9,2
599,2,,2,2,1,2,1,1,2,2,2,2,4,4,3,3,5,54,,2,2,1,2,2
729,3,2,1,2,1,2,1,1,2,2,3,2,4,4,4,3,6,53,,2,2,1,2,2
3148,1,,2,1,2,1,2,2,2,2,3,2,4,3,4,3,5,53,,1,2,1,3,2
5106,2,,2,2,1,2,1,1,2,2,3,2,4,1,2,1,6,30,,1,2,2,1,2
46,2,,1,1,1,1,1,2,2,2,3,3,4,4,4,3,3,64,,2,2,1,1,2
2459,2,,1,2,1,2,1,1,2,3,3,1,1,4,3,5,3,87,,2,2,1,2,2
3862,3,2,2,9,1,2,1,1,2,2,3,3,4,4,3,4,5,75,,2,2,1,2,2
760,2,,3,2,2,2,1,1,1,9,3,3,4,4,3,3,3,18,,2,2,1,1,2
991,9,2,1,1,2,9,2,1,2,2,3,1,4,2,3,5,7,66,,2,2,9,4,1
3609,2,,1,2,2,2,1,1,2,2,1,2,3,1,3,5,7,66,,2,2,1,3,1
3180,2,,1,2,1,2,1,2,2,2,2,2,3,2,1,5,7,55,,2,2,1,2,2
4620,2,,1,2,1,2,1,1,1,1,1,2,1,1,4,5,8,52,,2,2,1,4,2
2744,3,3,3,1,2,2,1,2,2,2,1,3,1,3,2,3,3,45,,1,1,4,3,2
3901,1,,1,1,2,1,2,2,2,2,2,1,2,2,5,1,3,46,,1,2,1,2,2
7275,1,,1,1,2,1,2,2,1,2,1,3,4,1,4,2,5,47,,2,2,1,3,2
1029,2,,1,2,1,2,1,1,2,1,3,2,4,3,2,5,5,71,,2,2,1,3,2
3858,2,,3,2,2,1,1,2,2,2,3,2,4,1,3,3,3,78,,2,2,1,2,2
3916,4,2,1,2,1,2,1,1,2,1,3,2,3,3,2,3,7,65,,2,2,1,3,2
3954,1,,1,1,2,2,1,2,2,2,3,3,4,4,4,3,3,51,,1,2,1,1,2
4400,1,,1,1,2,1,1,2,9,2,3,2,4,1,5,3,5,71,,2,2,1,2,2
4539,2,,1,2,2,1,1,2,1,2,1,2,1,4,3,1,5,63,,2,2,1,3,2
5349,2,,1,2,1,2,1,1,2,1,2,2,3,3,2,5,7,59,,2,2,9,3,2
5722,4,1,1,1,2,1,2,2,2,2,3,2,2,2,4,3,3,59,,2,2,1,2,2
404,1,,1,1,2,2,1,2,2,2,2,2,4,2,2,2,4,59,,2,2,1,1,2
6739,2,,3,2,9,2,1,1,9,1,3,2,2,3,2,5,2,44,,2,1,4,3,2
682,2,,1,2,1,2,1,1,2,2,3,1,2,2,3,5,3,63,,2,2,1,3,1
3566,2,,2,2,1,2,1,1,2,1,3,2,4,4,3,3,6,65,,2,2,2,2,2
1203,4,3,2,1,2,2,2,1,2,2,1,3,4,4,2,5,7,37,,2,2,3,3,1
6058,1,,1,1,2,1,2,2,1,2,3,2,3,2,4,1,5,50,,2,2,1,1,1
2637,2,,2,2,1,2,1,1,1,1,3,2,4,4,4,3,7,54,,2,2,2,1,2
1047,3,3,2,1,2,1,2,9,2,2,4,1,1,1,2,1,7,64,,2,2,1,4,1
3806,2,,1,2,1,9,1,1,2,1,3,2,4,4,2,5,8,51,,2,2,1,4,2
5138,9,9,3,9,2,9,2,2,2,2,3,2,4,4,9,9,3,23,,1,2,1,8,2
85,4,2,2,1,2,1,1,2,2,2,2,3,1,2,1,4,3,49,,2,2,1,2,2
470,3,1,2,2,9,2,1,1,2,2,3,3,4,4,2,3,7,27,,1,1,1,1,2
4441,1,,1,1,2,1,2,2,2,2,1,2,2,1,5,2,3,63,,2,2,1,2,2
317,2,,3,9,9,9,9,1,9,9,3,3,4,4,4,9,7,28,,1,2,2,2,2
35,2,,3,2,9,2,1,1,2,3,3,3,4,2,3,3,3,44,,1,2,2,2,2
272,1,,1,1,2,1,2,2,2,2,3,3,4,4,4,3,5,73,,2,2,1,3,1
392,1,,2,1,2,1,2,2,2,2,3,2,2,2,5,1,3,78,,2,2,1,2,1
3854,1,,1,1,2,1,2,2,2,2,3,2,4,2,5,1,6,78,,2,2,1,3,1
2672,3,1,1,1,2,2,1,2,2,2,1,2,1,1,4,2,7,32,,1,2,1,3,2
2556,1,,1,2,2,2,1,2,2,2,1,1,1,4,3,4,5,63,,2,2,1,3,1
2335,2,,1,2,1,2,1,1,2,1,3,3,4,4,2,5,7,52,,2,2,1,2,2
883,1,,1,1,2,1,1,2,2,2,3,2,2,4,3,2,3,25,,1,2,1,1,2
903,1,,1,1,2,1,2,2,2,2,3,2,2,4,4,2,6,51,,2,2,1,4,2
3081,2,,1,2,1,2,1,1,2,2,2,2,4,2,2,5,7,35,,2,2,1,3,2
5005,1,,1,1,2,2,1,2,2,2,2,2,2,4,3,5,8,49,,2,2,1,3,2
331,4,2,1,2,2,2,1,1,2,1,3,2,4,1,3,5,7,45,,1,2,2,4,1
4282,1,,1,1,2,1,2,2,2,2,3,2,4,3,5,1,7,60,,1,2,1,4,1
882,2,,2,2,1,2,1,1,2,1,3,2,3,3,3,5,7,58,,2,2,1,3,2
3152,2,,1,2,1,2,1,1,2,2,4,1,2,2,2,3,8,75,,2,2,1,4,1
510,9,9,3,9,9,2,9,9,1,1,3,3,4,4,3,5,3,65,,2,9,1,2,1
769,1,,2,2,2,2,1,2,2,2,2,1,2,2,5,3,6,59,,2,2,1,3,1
927,1,,1,1,2,3,2,2,2,2,2,2,4,2,5,3,7,56,,2,2,1,4,1
3099,1,,1,9,2,1,2,2,1,2,3,2,4,3,4,2,7,73,,2,2,1,2,1
4371,2,,1,1,2,1,2,2,2,2,2,2,2,2,5,3,7,49,,2,2,1,3,1
5019,3,1,1,1,2,2,1,2,2,2,1,3,4,1,3,3,5,22,,2,2,1,3,2
3156,2,,1,2,1,2,1,1,2,1,1,2,1,3,2,5,8,55,,2,2,1,4,2
5281,3,3,1,1,2,1,2,2,2,2,4,2,1,3,2,3,7,39,,2,1,4,3,2
5785,1,,1,2,1,2,1,2,2,2,3,3,4,4,3,4,7,45,,1,2,1,4,2
6779,4,3,1,1,2,1,2,9,9,2,3,2,4,4,9,3,8,37,,1,2,1,3,2
4943,4,1,1,1,2,3,2,2,2,2,2,2,2,2,3,5,5,55,,1,2,1,3,1
455,1,,2,2,1,2,1,2,2,2,3,3,4,4,4,3,7,33,,2,2,1,3,2
370,2,,1,2,1,2,1,1,2,1,3,2,4,4,2,5,5,61,,2,2,1,3,2
4828,4,3,3,2,1,2,1,2,2,2,2,3,2,2,5,3,3,48,,1,2,1,1,2
6828,1,,1,2,1,2,1,9,2,3,2,2,4,2,3,3,6,50,,2,2,1,3,2
4198,3,3,1,2,1,2,1,1,2,2,3,2,4,3,4,5,5,58,,2,2,1,3,2
4747,3,2,2,2,1,1,1,9,2,2,3,3,4,1,2,3,7,63,,2,2,1,1,2
2614,3,3,1,1,2,1,2,2,2,2,3,3,4,4,3,3,7,30,,1,1,4,2,2
6099,4,2,1,2,1,2,1,1,2,2,3,3,4,2,3,5,7,51,,2,2,1,3,2
902,3,1,1,1,2,1,2,2,2,2,3,3,4,4,3,2,8,56,,2,2,1,2,2
3159,3,2,1,2,2,2,1,9,2,2,2,1,2,2,5,3,6,50,,1,2,5,3,2
324,2,,2,2,1,2,1,1,2,1,1,2,1,1,2,5,8,71,,2,2,1,4,2
1240,2,,3,1,2,1,1,2,2,2,3,3,4,4,5,5,3,73,,2,2,1,8,2
6154,3,3,1,2,1,2,1,2,2,2,3,3,4,3,4,3,8,99,2,2,2,1,4,2
7150,3,2,3,2,1,9,1,1,1,1,3,3,4,4,3,3,6,21,,2,2,1,2,1
7156,2,,1,2,1,2,1,1,2,1,1,1,1,1,2,3,7,43,,1,2,1,4,1
225,1,,1,9,2,9,9,2,2,2,3,2,4,4,4,2,7,51,,1,2,1,3,2
5678,4,2,1,2,1,2,1,1,2,2,3,3,4,4,1,3,7,50,,2,2,2,4,2
6103,2,,1,2,2,2,1,2,2,2,2,2,2,2,1,4,6,30,,2,2,2,1,2
4836,3,3,1,2,2,2,1,1,2,9,3,2,4,4,3,5,8,74,,2,2,1,9,2
591,3,9,1,2,1,1,1,2,2,2,1,3,4,4,3,4,8,75,,2,2,1,2,2
2156,1,,2,1,1,1,1,2,2,2,3,2,4,4,3,3,5,29,,1,2,1,3,1
5147,3,1,1,1,2,1,2,2,2,2,3,2,4,2,5,2,6,59,,2,2,1,2,2
4785,3,1,2,9,2,3,9,9,2,2,4,3,1,3,4,9,5,90,,2,2,1,3,2
76,2,,1,2,1,2,1,1,2,1,1,2,4,1,3,5,8,63,,2,2,1,3,2
5340,3,2,2,2,1,2,1,2,2,2,2,2,4,2,2,3,6,44,,1,2,1,3,2
1139,2,,3,2,2,2,2,1,2,1,3,3,4,4,1,3,2,24,,1,2,1,2,1
1112,2,,3,2,2,2,1,1,2,3,2,3,2,2,3,3,6,29,,2,1,4,1,1
4461,1,,1,2,2,9,1,2,2,2,2,2,4,3,4,2,3,59,,2,2,1,1,1
5244,4,3,1,1,2,1,2,2,2,2,1,2,3,3,4,3,3,47,,1,2,1,4,1
2330,4,2,1,1,2,2,9,1,2,2,3,2,2,4,1,5,5,25,,2,2,1,8,2
6296,4,1,1,1,2,1,2,2,2,2,1,2,4,1,3,3,3,19,,2,2,1,1,1
2354,2,,1,1,1,1,1,1,2,1,3,1,4,2,3,3,3,68,,2,2,2,8,1
151,1,,1,2,2,3,2,2,2,2,3,3,4,1,4,4,6,66,,2,2,1,2,1
224,3,3,1,2,1,2,1,1,2,2,2,1,2,1,1,5,8,63,,1,2,1,4,1
396,2,,1,2,1,2,2,1,2,2,3,2,4,4,3,5,8,45,,1,2,1,3,1
400,1,,1,1,2,1,2,2,2,2,1,2,4,2,5,4,2,93,,2,2,1,2,1
1194,3,2,1,2,1,2,1,1,2,1,3,2,2,2,1,3,6,56,,2,2,1,1,1
2669,4,3,1,2,1,2,1,9,9,1,1,1,1,2,3,2,7,54,,2,2,1,4,1
3714,3,3,1,1,2,1,2,2,2,2,2,1,2,2,5,3,7,57,,2,2,1,3,1
3934,3,9,1,9,9,2,1,1,2,1,1,1,1,1,9,5,8,99,3,2,2,1,9,1
3847,3,1,1,1,2,1,1,2,9,2,2,2,4,4,2,3,3,81,,2,2,1,2,1
4099,1,,1,1,2,1,2,2,2,2,2,2,2,2,5,1,3,56,,2,2,1,2,1
4426,1,,1,2,1,2,2,1,2,2,2,2,3,2,5,3,3,58,,2,1,4,2,1
4560,4,3,1,2,9,2,1,9,9,2,3,2,2,2,4,9,7,60,,2,2,3,3,1
5543,1,,1,1,2,1,2,2,2,2,3,2,2,2,5,1,7,61,,2,2,1,3,1
28,4,3,2,1,9,3,1,1,9,1,1,3,3,1,4,3,7,30,,2,2,1,2,1
94,2,,1,2,1,2,1,1,2,1,1,3,4,1,3,3,7,39,,1,2,1,3,1
141,1,,1,1,2,1,1,2,2,2,2,2,2,2,5,2,3,55,,2,2,1,3,1
96,3,3,1,2,1,2,1,1,2,9,2,1,2,2,3,2,3,71,,2,2,1,9,1
2401,4,3,1,1,2,9,2,2,9,2,3,2,4,4,9,3,7,60,,1,2,1,2,1
4778,2,,2,2,1,9,1,1,2,1,1,2,1,1,3,5,8,78,,2,2,1,3,1
5710,4,3,2,9,9,2,1,2,2,9,1,2,3,3,3,3,7,54,,2,2,1,4,1
6423,1,,2,2,9,9,2,2,2,2,1,3,4,4,4,3,8,36,,1,2,1,4,2
5961,2,,1,2,1,2,1,1,2,1,3,3,4,3,1,5,5,46,,2,2,1,9,2
5314,1,,1,1,2,3,2,2,2,2,2,1,2,4,4,2,3,71,,2,2,1,1,2
705,2,,1,1,2,2,2,1,2,2,3,2,3,3,2,5,5,28,,9,2,9,2,1
2140,2,,1,2,9,2,1,9,2,2,1,2,4,4,3,3,3,48,,1,2,2,1,1
2678,4,1,1,1,2,2,1,2,2,2,3,3,4,2,4,2,3,48,,2,2,1,2,1
5920,1,,1,1,2,1,2,2,2,2,2,2,4,4,5,1,3,51,,1,2,1,3,2
645,1,,1,1,2,1,2,2,2,2,2,1,2,2,4,1,7,57,,2,2,1,2,2
4116,1,,1,1,2,9,1,2,2,2,2,3,4,4,5,2,7,55,,2,2,1,3,2
6712,1,,1,2,1,2,1,1,2,9,1,2,3,4,2,3,6,27,,1,2,1,3,2
2888,2,,2,2,1,2,9,1,2,1,3,3,2,4,2,5,5,48,,1,2,1,2,1
4932,3,3,1,2,1,2,1,1,2,3,2,2,2,2,3,3,3,79,,2,2,1,1,2
5316,1,,1,1,2,1,2,2,1,2,1,2,4,4,5,1,3,66,,2,2,1,1,1
359,1,,1,1,2,1,2,2,2,2,2,2,2,2,4,1,7,69,,2,2,1,2,1
4986,3,3,1,1,2,2,2,1,2,3,3,2,3,4,3,3,3,64,,2,2,1,1,1
4966,2,,1,1,9,2,1,1,2,2,3,2,4,1,3,5,8,67,,2,2,1,4,1
5476,2,,1,2,1,2,1,1,2,2,1,2,4,1,1,5,8,35,,2,2,1,1,1
514,3,3,3,2,9,9,9,2,2,2,3,3,4,4,9,3,3,30,,1,2,1,8,2
628,1,,1,2,2,1,2,2,2,2,2,3,4,1,5,2,7,41,,1,2,1,3,2
1826,1,,3,9,9,3,9,2,9,3,3,3,4,4,3,9,2,23,,1,2,1,8,2
2695,4,3,2,1,9,9,9,2,2,2,2,2,2,2,4,3,7,43,,1,2,1,4,2
3040,4,2,2,2,2,2,1,1,2,2,2,3,4,3,4,3,6,22,,1,1,4,2,2
3868,4,3,1,1,2,1,2,2,9,2,2,3,2,2,3,3,6,47,,1,2,1,2,2
3904,3,1,1,2,9,1,1,2,2,2,3,3,4,4,3,3,7,32,,1,2,1,3,1
3932,3,1,1,1,2,1,2,2,2,2,1,1,4,4,5,1,7,46,,1,2,1,4,1
885,1,,1,1,2,1,2,2,2,2,2,3,4,2,4,3,5,54,,2,2,1,3,1
2158,2,,1,2,1,2,1,1,2,3,1,2,4,1,3,5,8,71,,2,2,1,3,1
2740,2,,1,2,1,2,1,1,2,2,3,2,4,4,2,5,5,60,,1,2,1,2,1
3816,1,,1,1,2,2,1,2,2,2,2,2,4,2,5,3,3,47,,1,2,1,3,1
4525,1,,1,1,2,1,2,2,2,2,1,2,4,4,4,3,6,49,,2,2,1,4,1
5167,1,,1,2,2,2,1,2,2,2,3,2,4,1,4,5,8,61,,2,2,1,4,1
3741,2,,3,2,9,2,2,1,1,2,2,3,3,4,3,3,3,18,,2,2,3,1,2
713,2,,1,2,1,1,2,1,1,2,3,3,1,1,5,2,5,79,,2,2,1,1,2
2328,2,,1,2,1,9,1,1,2,2,1,1,2,2,2,5,8,68,,2,2,1,3,2
694,2,,1,2,1,2,1,1,2,2,2,1,4,3,5,5,7,64,,2,2,1,9,1
