RESPID,QD2_PoliticalAffiliation,QD2A_PoliticalLean,QC3_ClintonEmailAwareness,QC4_ClintonEmailIntent,QC5_ClintonEmailHonesty,QC6_BenghaziCommittee,QC7_TiredofEmails,QB1_ObamaApproval,QB2_CongressApprove,QB3_CountryDirection,QB4_TradeAgreements,QB5_TradeAgreementAwareness,QB6_TradeAgreementOpinion,QB7_NaftaOpinion,QD3_PoliticalViews,QD3A_TeaParty,QD4_Education,QD5_Age,QD5A_AgeRange,QD6_Children,QD7_HispanicLatino,QD8_WhiteBlackAsian,QD9_Income,QD10_Gender
445,3,1,1,1,2,1,1,2,2,2,3,2,4,4,4,3,5,32,,1,2,1,1,1
823,1,,1,1,2,1,2,1,2,1,1,3,4,3,5,5,5,31,,2,2,1,1,1
3634,1,,2,2,2,1,1,2,1,2,3,3,4,3,4,3,3,22,,2,2,1,2,1
6593,9,9,3,9,9,9,9,1,9,2,3,2,1,3,3,1,5,27,,2,1,4,3,1
5988,1,,1,1,2,1,2,2,2,2,3,3,3,3,4,4,7,24,,2,2,1,3,1
4300,1,,1,1,2,1,2,2,2,2,2,3,3,4,4,2,5,82,,2,2,1,8,2
841,2,,1,2,1,2,1,1,2,1,3,3,4,4,2,5,3,60,,2,2,2,1,2
7316,4,2,2,9,1,2,1,1,1,2,3,3,4,4,9,9,5,20,,2,1,4,2,2
5393,1,,1,1,2,1,2,2,2,2,2,2,2,3,5,3,3,63,,2,2,1,2,2
4886,2,,1,2,1,3,1,1,2,1,3,3,3,4,3,5,8,79,,2,2,1,2,2
362,3,2,1,1,2,1,9,9,1,2,2,1,2,1,3,3,7,43,,2,1,4,2,1
1118,3,2,1,2,2,2,1,2,2,2,2,3,4,3,3,2,7,53,,2,2,1,2,1
418,2,,1,2,1,2,1,1,2,2,3,2,4,2,1,5,5,99,3,2,2,1,3,1
670,1,,1,1,2,3,2,2,2,2,4,2,4,4,4,4,8,70,,2,2,1,4,1
686,4,2,3,9,1,2,2,1,2,2,2,3,2,4,5,3,3,48,,2,2,2,8,1
3735,1,,1,2,1,2,1,2,2,2,2,3,2,2,4,9,5,75,,2,2,1,1,1
4475,1,,1,1,2,1,2,2,2,2,3,1,2,2,4,1,7,68,,2,2,1,3,1
4949,3,2,1,2,1,2,1,2,2,2,2,2,2,2,1,5,7,71,,2,2,1,1,1
5223,3,3,1,1,2,3,9,2,2,2,2,1,2,2,4,4,7,45,,2,2,1,3,1
6401,1,,1,2,2,2,1,2,2,2,1,2,1,3,3,3,7,47,,1,2,1,4,1
381,1,,1,1,2,1,2,2,2,2,1,2,4,2,5,1,4,99,9,2,2,1,9,1
5073,3,2,1,9,2,1,2,2,9,2,2,2,4,4,2,9,8,46,,1,2,3,4,1
383,2,,3,2,9,2,9,1,1,2,4,3,1,1,1,3,1,18,,2,2,2,2,2
2627,2,,1,2,2,2,1,1,2,3,1,3,4,1,1,5,8,36,,1,2,1,4,2
4084,1,,1,1,2,1,2,2,1,2,3,3,4,4,3,4,7,62,,2,2,1,4,2
504,2,,1,1,2,1,2,2,2,2,1,2,4,4,3,3,7,60,,2,2,1,1,1
2585,2,,1,2,1,2,2,1,2,1,3,3,4,1,3,4,2,72,,2,1,4,1,2
5108,2,,1,1,2,2,2,1,2,2,1,1,1,4,2,5,8,48,,1,2,5,4,2
3009,4,3,1,2,9,2,1,1,2,1,4,3,4,4,3,5,3,51,,2,2,2,4,1
3973,1,,2,2,2,9,2,2,9,2,2,3,2,4,3,3,6,39,,1,1,1,1,2
1162,3,2,2,2,1,2,2,1,2,1,3,3,4,4,3,3,6,23,,2,1,1,1,1
297,1,,1,2,2,1,2,2,2,2,3,3,4,4,4,2,3,85,,2,2,1,4,1
5025,1,,1,1,2,2,1,2,2,2,3,3,4,4,3,3,3,72,,2,2,1,1,2
5017,2,,1,2,9,2,1,1,2,9,2,1,2,2,3,4,3,85,,2,2,1,2,2
542,2,,2,2,1,1,1,1,2,1,2,2,2,4,3,3,5,59,,2,2,1,2,1
480,1,,1,2,2,1,1,2,2,2,3,3,4,4,3,3,5,55,,2,2,1,2,1
1222,4,3,1,2,1,2,1,2,2,2,1,1,3,4,9,3,8,40,,1,2,5,4,1
1334,2,,1,2,1,2,1,1,2,1,1,2,1,1,3,5,7,51,,2,2,1,4,1
2617,1,,1,1,2,1,2,2,2,2,2,2,2,2,3,4,6,64,,2,2,1,1,2
1005,1,,1,2,2,1,2,2,9,2,4,3,4,4,5,3,3,81,,2,1,1,2,2
288,3,3,1,2,1,2,1,1,2,9,2,3,2,2,3,5,3,78,,2,2,1,2,2
5478,1,,1,2,1,2,1,1,2,1,2,1,2,4,1,5,8,60,,2,2,1,4,2
5139,3,3,1,2,1,1,2,9,9,1,3,2,4,4,2,4,7,28,,2,1,4,3,1
1716,2,,2,2,1,2,1,1,2,1,3,2,1,1,4,3,6,46,,1,2,2,2,1
1956,2,,1,1,2,1,2,2,2,2,2,2,4,4,4,5,3,71,,2,2,2,1,1
698,1,,1,1,2,1,2,2,2,2,3,2,4,2,5,1,4,48,,2,2,1,4,1
5761,3,1,1,2,2,2,1,2,2,2,2,2,4,2,3,4,8,53,,2,2,1,4,1
5328,1,,1,1,2,2,2,2,2,2,1,1,1,3,4,3,8,50,,1,2,1,4,1
2004,1,,1,1,2,1,2,2,9,2,3,2,4,4,3,3,5,19,,2,2,1,9,1
475,4,3,3,2,1,2,1,2,2,2,2,3,4,4,9,3,3,52,,2,2,1,2,2
742,1,,1,2,2,1,2,2,2,2,4,3,4,1,4,3,7,99,2,2,2,1,9,1
5242,3,2,2,2,1,2,2,1,2,2,2,2,2,2,3,3,5,49,,1,2,1,3,1
3988,2,,1,2,1,2,1,2,2,2,3,3,4,4,5,3,3,84,,2,2,1,2,1
202,1,,1,1,2,1,2,2,2,2,3,2,3,2,5,1,5,80,,2,2,1,3,2
3638,2,,1,2,2,1,1,1,1,1,3,3,3,3,3,3,5,40,,1,2,2,2,2
4882,1,,1,1,2,2,1,2,2,2,2,3,4,4,4,3,3,77,,2,2,1,4,2
1126,2,,2,9,9,9,1,1,1,1,3,2,4,4,3,9,8,41,,1,2,3,4,1
557,1,,1,1,2,2,1,2,2,1,3,3,4,1,5,3,3,71,,2,2,9,1,2
2794,2,,2,2,1,1,1,1,2,2,1,3,4,1,3,3,8,34,,2,2,1,3,1
1085,1,,2,2,2,1,1,2,1,2,3,3,1,2,2,4,3,82,,2,2,1,1,2
549,2,,1,2,1,2,1,1,2,1,4,3,4,3,2,3,7,35,,1,2,2,2,2
1132,2,,1,2,1,2,1,1,2,2,1,1,3,1,1,5,7,61,,2,2,3,3,2
5358,1,,2,9,1,1,1,2,2,2,3,3,4,4,5,5,3,47,,1,2,2,2,1
4027,1,,1,1,2,9,1,1,2,9,1,2,3,3,4,4,6,75,,2,2,1,2,1
107,3,1,1,1,2,1,1,2,2,2,3,3,4,4,5,3,2,99,3,2,2,1,9,2
5724,1,,1,1,2,1,2,2,2,2,4,2,4,4,5,2,5,51,,2,2,1,9,2
2333,4,2,1,2,1,2,2,1,2,2,1,3,4,1,2,5,8,37,,2,2,1,3,1
2730,2,,1,2,1,2,1,1,2,3,2,1,2,2,2,5,3,63,,2,2,1,3,1
540,3,3,2,9,9,1,9,1,1,3,3,3,4,3,3,9,7,26,,2,1,4,3,1
5951,3,1,3,9,1,9,9,2,2,2,3,3,4,4,5,9,2,20,,2,1,4,8,2
164,3,3,1,2,1,2,1,1,2,1,3,2,4,1,3,3,3,78,,2,2,1,1,1
1148,3,1,2,9,9,9,9,1,1,1,3,3,4,4,4,9,5,99,9,2,2,1,8,2
4082,1,,1,1,2,1,2,2,1,2,2,2,3,2,3,2,8,45,,1,2,1,4,2
4998,4,3,3,9,9,1,9,1,2,2,3,3,4,3,9,3,3,23,,1,2,1,2,2
6871,2,,2,2,2,2,1,1,2,1,1,2,3,4,2,3,6,42,,1,2,1,2,2
715,3,3,3,2,1,1,2,1,1,1,1,2,4,4,5,3,5,19,,2,1,4,2,1
2919,3,3,1,2,9,9,1,1,2,1,3,1,4,1,2,9,8,79,,2,1,4,2,1
1041,2,,1,9,9,9,2,9,9,3,3,2,4,4,3,3,6,62,,2,2,1,2,2
1027,3,2,1,2,1,2,1,1,2,1,3,2,4,4,3,3,6,84,,2,2,1,1,2
516,2,,1,2,1,2,1,1,2,2,3,2,4,3,2,5,7,49,,1,2,2,3,1
609,2,,3,2,1,2,1,2,2,2,2,2,4,2,3,5,3,68,,2,2,1,3,1
1033,1,,1,1,2,1,1,2,2,9,3,2,4,4,5,1,4,98,,2,2,1,2,2
5335,3,1,1,1,2,3,2,2,2,2,2,2,2,2,3,3,8,49,,1,2,1,4,1
3476,4,3,3,2,2,2,1,9,9,9,2,3,4,4,4,9,2,29,,1,2,2,1,2
955,3,1,2,1,2,9,9,2,2,2,4,3,4,1,4,9,5,25,,2,2,1,1,1
5502,3,3,1,2,2,2,2,9,9,3,1,2,4,2,4,4,8,55,,2,2,1,4,1
6424,2,,1,2,1,2,2,1,1,3,1,1,1,1,1,1,3,53,,2,2,1,2,2
5350,2,,1,9,1,2,1,1,2,2,2,2,2,2,1,5,8,54,,2,2,1,4,1
1040,2,,3,2,9,3,1,9,1,1,1,3,4,3,3,9,6,62,,2,2,1,2,1
4884,2,,2,1,2,1,2,2,2,2,2,3,4,4,4,3,7,65,,2,2,1,3,1
5067,1,,1,1,2,1,2,2,1,2,3,2,4,4,4,2,7,42,,1,2,1,3,1
191,3,1,1,2,2,2,2,2,2,2,3,2,2,2,4,3,5,73,,2,2,1,4,2
68,1,,1,2,1,2,1,1,2,2,3,2,4,2,2,3,4,90,,2,2,1,2,2
2457,4,3,1,1,2,2,2,2,2,2,2,3,4,4,4,9,4,90,,2,2,1,1,2
2820,2,,1,1,2,9,2,2,2,2,3,3,4,4,4,5,2,81,,2,2,1,1,2
351,1,,1,2,2,3,1,2,1,2,3,2,1,3,4,3,5,64,,2,2,1,4,2
4964,1,,1,1,2,3,2,2,2,2,3,3,4,4,4,2,7,65,,2,2,1,9,2
5327,3,2,3,2,9,2,1,9,2,2,2,2,2,2,3,3,8,56,,2,2,1,3,2
7238,1,,1,1,2,1,2,2,2,2,3,3,4,3,4,3,7,47,,1,1,1,4,2
1017,2,,1,2,2,2,2,1,2,2,3,2,3,1,1,5,7,66,,2,2,1,3,1
5283,3,3,1,1,2,1,2,2,2,2,2,1,4,2,4,3,3,79,,2,2,1,2,1
1103,2,,1,2,1,2,1,1,2,1,1,1,1,4,1,5,7,61,,2,2,1,3,1
3107,1,,1,1,2,3,2,2,2,2,2,1,1,3,4,4,3,50,,2,2,1,9,1
570,2,,1,2,1,2,1,1,1,2,3,2,4,4,1,3,7,22,,2,2,1,2,2
144,3,3,1,2,1,2,1,1,2,1,2,3,4,1,2,2,5,69,,2,2,1,3,2
5366,3,3,1,1,2,1,2,2,2,2,2,2,2,4,5,1,3,71,,2,2,1,3,1
4181,2,,1,2,1,2,1,1,2,3,3,2,2,4,4,3,3,65,,2,2,1,1,2
4823,1,,1,1,2,1,2,2,1,2,4,2,4,1,4,4,5,69,,2,2,1,9,2
78,2,,1,2,1,2,1,1,1,1,2,2,4,2,2,5,7,67,,2,2,1,3,2
4408,2,,1,2,1,2,1,1,2,1,2,2,2,4,1,5,6,32,,1,2,1,3,2
4556,1,,1,2,2,1,1,2,2,2,3,2,4,4,5,2,5,72,,2,2,1,4,2
6464,3,3,3,2,2,2,2,2,2,2,2,3,1,1,1,3,5,24,,2,1,1,2,2
214,4,2,2,2,1,2,1,1,2,2,3,2,3,1,3,5,7,86,,2,2,5,8,2
3607,3,3,1,2,1,2,1,9,2,2,3,2,1,1,3,3,5,20,,2,2,1,2,2
1021,2,,2,2,1,2,1,1,2,2,2,2,4,2,4,3,5,41,,2,2,1,2,2
4844,1,,1,1,2,1,2,2,2,2,2,1,2,2,5,3,3,86,,2,2,1,2,1
5702,3,2,3,9,9,1,9,1,2,1,3,3,4,4,3,3,7,46,,2,2,1,3,2
3480,2,,1,1,1,2,2,1,2,2,3,2,4,2,3,3,3,63,,2,2,1,1,2
5551,1,,3,2,1,1,2,1,1,1,2,2,1,3,1,2,3,43,,2,2,2,4,2
161,1,,1,1,2,1,2,2,2,2,3,2,2,4,5,1,5,50,,2,2,1,2,2
5451,4,3,1,1,2,2,1,2,9,2,2,3,4,4,3,3,5,47,,2,2,1,1,2
5563,2,,1,2,1,2,1,1,1,1,3,2,4,3,3,4,3,53,,2,2,1,3,2
5771,9,1,3,2,1,9,1,1,2,2,2,2,3,4,4,9,3,51,,2,2,1,2,2
4058,2,,1,2,1,2,1,1,2,1,1,3,4,4,3,5,6,56,,2,2,1,3,1
5294,3,1,1,1,2,1,2,2,2,2,1,2,4,4,5,1,7,72,,2,2,1,3,1
1724,4,3,2,1,2,1,2,2,2,2,2,2,2,2,5,1,5,50,,1,2,1,4,1
4810,1,,1,1,2,9,1,2,2,2,3,3,4,2,5,1,6,98,,2,2,1,9,1
5266,3,2,1,9,9,2,1,1,2,2,3,2,4,2,2,5,8,80,,2,2,1,3,1
1610,2,,1,2,1,2,1,1,2,2,1,1,3,3,1,5,8,66,,2,2,1,4,1
2564,1,,1,1,2,1,2,2,2,1,3,2,4,3,4,2,7,57,,1,2,1,4,1
3184,4,2,1,2,1,2,1,1,2,9,1,2,1,1,3,5,7,55,,2,2,1,4,1
5076,2,,2,2,1,9,9,1,1,1,1,2,4,4,2,3,7,29,,2,2,1,2,1
5259,3,1,1,1,2,1,2,2,2,2,2,2,4,2,3,3,5,67,,2,2,1,3,1
5326,1,,1,1,2,2,2,2,2,2,3,2,4,2,9,5,6,70,,2,2,1,8,1
5390,1,,1,2,2,3,2,2,2,2,4,3,4,2,4,2,3,55,,2,2,9,9,1
4549,1,,1,1,2,1,2,2,2,2,2,2,4,2,4,3,5,56,,2,2,1,4,1
5701,2,,1,2,1,2,1,1,2,1,2,1,2,2,3,4,7,56,,2,2,1,3,1
7286,1,,1,9,2,1,2,2,2,2,1,2,2,3,3,3,8,48,,1,2,1,4,1
6474,4,3,1,1,2,1,2,2,2,2,3,2,2,4,5,1,3,52,,1,2,9,2,1
597,2,,2,2,1,2,1,1,2,1,2,2,2,4,1,9,7,70,,2,2,1,2,1
6147,1,,1,1,2,1,2,2,1,2,2,1,2,2,4,3,5,54,,2,2,1,4,2
4014,2,,1,2,1,2,1,1,2,1,3,2,4,4,3,5,8,70,,2,2,1,3,2
1218,1,,1,1,2,1,2,2,2,2,4,2,4,2,5,1,8,66,,2,2,1,3,1
3172,3,3,2,9,2,1,9,2,2,2,3,2,4,2,1,5,3,21,,2,2,3,4,1
4990,2,,1,9,1,2,1,1,2,2,3,2,4,2,2,5,7,65,,2,2,1,4,1
2986,2,,1,1,2,2,1,1,2,1,1,1,1,2,3,5,7,61,,2,2,1,3,1
3618,4,1,1,1,2,1,2,9,9,2,3,2,4,4,4,3,6,61,,2,2,1,2,2
2581,3,1,1,1,2,1,2,2,2,2,3,2,4,4,5,1,4,60,,2,2,1,3,1
230,3,3,1,9,1,3,1,1,2,1,3,3,4,4,3,9,5,44,,2,2,1,9,1
7222,3,3,1,2,2,3,1,9,2,2,2,2,4,4,3,3,6,43,,1,2,1,3,2
7274,4,3,2,2,9,2,1,2,9,2,3,2,1,4,9,3,3,37,,1,2,1,1,2
4544,2,,1,1,2,2,1,2,2,2,3,1,2,2,1,5,7,49,,2,1,4,1,2
5054,2,,1,2,1,1,1,1,2,2,1,1,1,1,3,5,7,66,,1,1,3,3,1
3808,2,,1,2,1,2,1,1,2,1,1,1,3,4,1,4,7,72,,2,2,2,3,1
4261,2,,1,2,1,2,1,1,2,1,1,3,4,1,1,5,8,38,,2,2,1,3,2
580,1,,2,2,2,3,1,2,2,2,3,2,4,1,4,3,3,26,,1,2,1,2,1
876,3,2,3,2,1,2,1,1,1,3,2,2,1,1,3,1,5,21,,1,2,2,1,2
6258,2,,1,2,1,2,1,1,2,2,2,1,2,2,2,5,3,45,,1,2,2,2,1
6623,1,,3,2,9,9,1,1,1,2,3,3,4,4,3,1,7,47,,1,2,1,3,2
1966,2,,1,2,1,2,1,1,9,3,3,2,4,3,3,5,3,80,,2,2,1,2,1
5295,3,2,1,2,2,9,1,1,2,3,1,3,4,4,2,3,7,54,,2,2,1,1,2
5053,3,1,1,1,2,1,2,2,2,2,1,2,2,1,3,1,3,52,,2,2,1,4,1
4018,1,,1,2,2,3,1,2,2,2,3,3,4,2,4,3,7,60,,2,2,1,3,2
5803,2,,1,2,2,2,1,1,2,2,3,1,4,4,3,3,3,53,,2,1,4,1,2
4454,2,,1,2,1,2,1,1,2,2,3,3,4,4,2,5,5,90,,2,2,1,1,2
3487,3,2,1,2,1,2,1,1,2,1,1,2,4,4,2,5,8,72,,2,2,1,4,2
1427,2,,1,1,2,1,1,9,2,2,2,2,4,2,4,5,6,38,,1,2,1,4,1
633,1,,2,9,9,1,1,2,1,2,2,2,2,4,3,5,3,63,,2,2,1,1,1
3717,3,1,2,1,2,9,2,2,2,2,2,3,4,2,5,3,7,37,,1,2,1,2,1
5011,1,,1,1,2,1,2,2,2,2,1,3,4,2,4,3,8,60,,2,2,1,3,2
819,3,3,1,9,2,2,2,9,2,1,1,1,1,1,3,4,7,24,,2,2,1,3,1
672,1,,1,1,2,1,2,2,2,2,3,1,4,2,5,1,7,41,,1,2,1,4,1
1030,4,9,1,1,2,1,2,2,2,2,2,1,3,2,3,1,8,48,,2,2,1,4,2
5133,3,1,1,2,2,2,9,2,9,2,3,3,4,4,3,3,8,42,,2,2,1,4,1
5298,3,1,1,1,2,2,1,1,2,1,2,2,3,2,5,3,7,22,,1,2,1,4,1
6357,3,9,2,2,2,1,2,2,9,2,3,2,4,2,4,3,5,39,,1,2,1,1,1
4340,2,,2,2,1,2,1,9,2,2,2,2,2,2,5,5,7,50,,1,2,2,1,1
466,2,,2,2,1,2,1,1,2,1,1,1,3,4,3,5,8,62,,2,2,1,4,2
5686,2,,1,2,2,2,1,2,2,2,2,3,2,2,5,3,7,60,,2,2,1,3,2
1486,3,1,1,2,1,9,2,1,1,1,3,3,4,4,3,3,5,28,,2,2,1,8,1
4157,1,,1,1,2,2,2,2,2,2,2,3,4,4,2,3,3,85,,2,2,1,2,1
5391,2,,1,2,1,9,1,1,2,2,4,1,1,2,2,5,8,64,,2,2,1,3,1
4535,1,,3,2,9,1,1,2,9,2,1,3,4,1,5,4,7,39,,2,2,1,1,2
3672,2,,3,2,9,2,1,1,1,2,3,2,2,4,3,3,3,60,,2,2,1,1,2
2297,1,,1,1,2,1,2,2,2,2,3,2,4,4,5,3,5,61,,2,1,1,1,2
849,4,2,2,2,1,2,1,1,2,2,3,3,2,4,5,3,5,20,,2,2,2,1,2
150,4,3,3,9,9,3,1,1,2,1,3,2,4,4,4,9,3,59,,2,2,1,4,2
1045,2,,1,2,1,2,1,1,2,3,3,2,4,4,1,5,6,87,,2,1,4,2,2
2615,2,,1,2,1,2,1,1,2,2,1,2,4,2,3,5,7,58,,2,2,1,4,2
5284,2,,1,2,1,2,1,1,2,3,2,3,4,2,2,4,8,66,,2,2,2,3,2
499,3,1,1,1,2,1,2,2,2,2,4,2,2,4,3,1,8,64,,2,2,1,4,2
133,3,1,1,2,1,1,1,2,2,2,3,3,4,4,3,3,7,53,,2,2,1,4,1
3006,4,1,2,9,2,9,1,9,9,1,4,2,1,1,4,3,3,21,,2,2,1,3,1
6090,2,,1,2,1,2,1,1,1,1,1,2,4,4,1,5,8,48,,1,2,1,3,2
206,1,,2,1,2,1,2,2,2,2,3,3,4,4,5,3,3,65,,2,2,1,3,2
563,2,,1,9,2,1,2,2,2,2,3,2,4,3,4,3,3,99,3,2,2,1,2,2
676,3,2,1,2,1,2,1,2,2,2,1,2,3,1,3,5,8,56,,2,2,1,3,2
4504,1,,1,1,2,1,1,2,2,2,2,3,4,2,4,3,6,72,,2,2,1,9,2
637,2,,2,2,1,2,1,1,1,1,1,2,1,1,4,3,3,69,,2,2,2,2,1
4047,1,,1,1,2,3,2,2,2,2,2,2,2,2,5,2,3,74,,2,2,1,2,1
3452,3,9,1,9,2,3,2,9,2,2,2,3,4,2,3,3,6,44,,1,2,9,2,1
7441,4,2,1,1,2,1,2,2,2,2,1,2,4,4,5,3,6,41,,2,2,1,3,1
5308,2,,1,2,9,2,1,1,2,3,2,1,2,2,1,5,7,60,,2,2,1,3,2
4821,2,,1,2,1,2,1,1,2,3,1,2,4,4,4,9,3,58,,1,2,1,1,2
6450,2,,3,2,1,2,1,1,2,2,2,3,2,2,3,5,2,33,,1,2,2,3,1
201,3,2,1,2,1,2,1,1,2,2,3,2,4,4,3,5,7,87,,2,2,1,2,1
3615,4,1,1,1,2,2,1,2,1,2,2,1,3,2,5,2,7,45,,1,2,1,3,1
1474,2,,1,1,1,2,1,1,2,2,1,1,1,1,1,5,5,62,,2,2,1,3,1
3959,3,3,1,2,2,2,1,2,2,2,3,3,4,4,3,3,3,53,,2,2,1,2,1
3651,1,,1,2,1,2,1,2,2,2,3,2,4,4,3,5,8,60,,2,2,1,4,1
6486,2,,2,2,9,2,1,1,2,2,3,3,4,4,3,3,5,21,,2,2,1,2,2
685,1,,1,1,2,1,2,2,2,2,1,1,4,2,5,1,7,51,,1,2,1,9,1
3153,2,,1,2,2,1,1,1,1,1,2,2,4,2,3,9,8,37,,2,2,1,4,1
4024,3,1,1,1,2,1,2,2,2,2,3,2,3,2,4,4,7,99,3,2,2,1,2,1
5003,2,,1,2,1,2,1,1,2,1,2,1,2,2,2,5,8,62,,2,2,1,3,1
1079,1,,1,1,2,1,2,2,9,2,4,2,4,4,3,3,7,60,,2,2,1,3,2
5531,1,,2,9,2,9,2,2,9,2,1,3,4,2,5,9,8,54,,2,2,1,4,2
7261,2,,1,2,1,2,1,1,2,1,2,3,3,3,5,3,3,52,,2,2,2,1,2
117,3,2,3,2,2,2,1,2,2,2,3,2,2,3,4,3,3,48,,1,2,1,3,2
6990,2,,3,2,1,2,1,1,2,1,3,3,4,1,3,2,3,54,,1,1,4,1,2
1142,2,,1,2,1,2,1,1,9,3,3,2,4,4,4,4,3,72,,2,2,1,1,2
2522,3,3,3,1,2,9,1,1,9,9,3,1,2,2,3,3,6,86,,2,2,1,3,1
4692,3,2,1,2,1,2,1,1,2,1,2,1,2,2,2,5,4,69,,2,1,3,2,1
34,4,3,1,2,9,2,1,9,2,2,3,2,1,3,1,1,8,32,,2,2,1,1,1
1828,3,2,1,1,2,2,1,9,2,9,1,3,4,4,2,4,7,62,,2,2,1,3,1
2923,4,9,1,1,9,9,1,1,2,2,3,2,4,4,1,5,3,85,,2,2,9,9,1
69,1,,1,1,2,1,2,2,2,2,3,2,4,1,5,3,5,72,,2,2,1,2,2
2563,2,,1,2,1,2,1,1,2,1,3,1,2,2,2,5,8,61,,2,2,1,3,2
3146,2,,1,2,1,2,1,1,2,1,3,2,4,3,1,5,7,65,,2,2,1,3,1
3859,4,2,1,2,1,2,1,1,2,2,1,3,3,4,5,3,5,23,,1,2,2,1,1
2282,3,1,1,1,2,1,1,2,2,2,3,2,4,4,4,3,7,71,,2,2,1,3,2
1097,1,,1,1,2,1,2,2,1,2,1,2,4,1,5,1,3,67,,2,2,1,2,2
938,1,,1,1,2,1,2,2,2,2,3,2,3,3,3,1,3,92,,2,2,1,1,2
4550,2,,1,2,1,2,1,1,2,3,3,1,4,4,1,5,8,77,,2,2,1,3,2
3979,2,,3,9,2,1,1,2,2,1,1,3,3,2,4,5,3,82,,2,2,1,1,2
5216,1,,2,2,1,2,1,1,2,1,2,2,4,2,4,9,3,63,,2,2,2,1,2
1000,1,,1,1,2,3,2,2,2,2,2,1,2,2,5,4,6,64,,2,2,1,3,1
790,1,,1,2,1,2,1,1,2,2,2,1,2,2,5,3,8,99,9,2,2,1,4,1
4593,4,2,3,2,1,1,1,1,9,1,3,3,4,4,9,3,3,21,,2,2,1,1,1
5337,2,,1,2,1,1,1,2,2,2,1,3,3,1,3,4,8,54,,1,2,1,4,2
7539,2,,1,2,1,2,1,1,2,1,1,2,1,1,3,5,5,42,,2,2,1,2,2
4413,2,,1,2,1,2,1,1,2,1,1,1,2,2,1,4,3,74,,2,2,1,2,2
552,2,,1,2,1,2,1,1,2,3,3,2,4,4,3,5,5,79,,2,2,1,1,2
1011,2,,1,2,1,2,1,1,2,1,1,1,1,1,2,5,8,69,,2,2,1,3,2
2815,4,2,1,1,1,2,1,1,2,2,1,1,3,1,1,5,6,99,3,2,2,1,9,2
4218,1,,1,1,2,1,1,2,2,2,4,3,4,3,5,2,5,76,,2,2,1,2,2
5321,4,1,1,9,1,9,1,2,9,2,4,2,4,4,3,3,5,70,,2,2,1,3,2
3831,2,,1,2,2,2,1,1,2,2,3,1,4,2,3,5,8,67,,2,2,1,2,2
156,1,,1,1,2,1,2,2,2,2,2,1,2,2,4,3,6,49,,2,2,1,3,1
4352,3,2,1,2,1,2,1,9,2,2,3,1,4,2,2,4,8,74,,2,2,1,3,2
3161,1,,1,1,2,3,2,2,2,2,3,3,4,4,4,3,7,38,,1,2,1,3,2
1533,3,2,3,9,2,2,2,2,2,2,3,3,4,2,5,9,2,27,,2,2,1,1,2
216,2,,1,2,1,2,1,1,2,2,3,2,4,3,3,4,5,56,,2,2,2,2,1
3072,3,1,1,1,2,1,2,2,2,2,1,2,4,2,5,1,8,99,2,2,9,9,2,1
333,3,3,1,1,2,2,9,9,2,2,3,2,1,1,3,4,7,77,,2,2,1,2,1
