RESPID,QD2_PoliticalAffiliation,QD2A_PoliticalLean,QC3_ClintonEmailAwareness,QC4_ClintonEmailIntent,QC5_ClintonEmailHonesty,QC6_BenghaziCommittee,QC7_TiredofEmails,QB1_ObamaApproval,QB2_CongressApprove,QB3_CountryDirection,QB4_TradeAgreements,QB5_TradeAgreementAwareness,QB6_TradeAgreementOpinion,QB7_NaftaOpinion,QD3_PoliticalViews,QD3A_TeaParty,QD4_Education,QD5_Age,QD5A_AgeRange,QD6_Children,QD7_HispanicLatino,QD8_WhiteBlackAsian,QD9_Income,QD10_Gender
530,2,,1,2,1,2,1,1,2,2,3,2,4,4,1,5,3,23,,2,2,1,2,2
2963,4,1,2,2,1,2,2,1,2,2,1,2,1,4,3,3,3,31,,1,2,1,2,1
3695,1,,1,1,2,1,2,2,2,2,2,1,2,2,5,1,3,28,,2,1,4,1,1
4668,4,2,2,9,1,2,1,1,9,1,3,2,1,1,1,3,5,22,,2,1,4,4,1
2491,1,,1,1,2,1,2,2,2,2,3,3,4,4,5,4,7,70,,2,2,1,3,2
4578,2,,3,2,1,2,1,1,2,2,3,3,4,4,5,5,3,40,,1,2,2,1,2
2838,4,2,1,2,1,1,9,1,2,2,1,1,1,1,3,4,8,30,,2,1,1,3,2
2185,2,,3,2,9,9,1,1,9,3,3,3,4,1,2,5,8,35,,1,2,1,4,2
3940,1,,1,2,2,2,1,9,9,2,3,3,2,4,4,3,1,45,,1,2,1,2,2
6207,3,1,1,2,2,1,1,2,2,2,1,2,1,1,3,3,7,25,,2,2,1,4,2
6485,3,1,1,2,1,2,1,1,2,1,1,1,1,1,3,5,8,54,,2,2,1,4,2
726,3,2,1,2,1,1,1,2,2,2,3,2,4,2,3,5,5,60,,2,2,1,1,2
6323,1,,3,1,2,2,2,2,2,2,1,2,4,1,5,3,8,48,,1,2,1,4,2
4788,1,,1,1,2,9,1,2,2,2,3,2,4,2,3,3,6,46,,2,2,1,3,2
2419,3,1,2,2,9,1,2,1,9,1,1,3,4,3,4,1,6,19,,2,1,4,1,1
4861,1,,2,1,2,9,2,2,2,2,3,3,4,4,5,3,8,47,,1,2,1,4,2
419,2,,3,2,2,2,1,1,2,2,2,3,4,4,3,3,7,55,,2,1,4,1,1
639,3,1,1,1,2,2,1,2,2,2,3,3,4,4,3,3,2,49,,2,2,1,1,2
5359,2,,2,2,9,2,1,1,2,2,3,3,4,4,3,9,3,50,,2,2,3,2,1
5619,4,1,2,1,2,1,2,2,2,2,3,2,4,3,4,2,7,51,,1,2,1,3,1
408,1,,1,2,2,2,1,1,9,2,2,3,2,2,3,4,7,42,,2,2,9,3,2
652,4,3,2,2,1,2,1,9,9,3,3,2,4,4,3,3,8,47,,1,2,1,4,2
4013,9,3,3,2,9,1,9,9,9,2,3,3,4,4,9,9,6,29,,1,2,1,1,2
4265,2,,1,1,2,2,2,2,2,1,3,2,4,4,3,5,7,41,,2,2,1,1,2
4758,1,,1,2,2,1,1,2,2,2,1,2,3,1,3,5,8,32,,1,2,1,4,2
4069,1,,1,1,2,1,2,2,2,2,2,3,4,4,5,1,3,85,,2,2,1,1,2
3674,2,,2,1,1,2,1,1,2,1,3,3,4,4,5,1,2,62,,2,2,2,2,2
3185,1,,1,1,2,1,2,2,2,2,2,2,2,2,5,1,7,52,,2,1,4,3,2
925,1,,1,1,2,1,2,2,2,2,2,2,2,2,5,3,5,75,,2,2,1,2,1
691,2,,3,1,2,1,1,1,2,2,3,2,4,4,3,9,3,89,,2,2,1,1,2
928,2,,2,1,2,2,2,1,2,1,1,2,4,4,3,3,7,22,,2,1,1,1,2
4735,1,,1,9,2,2,1,2,2,2,1,2,1,4,4,5,7,85,,2,2,1,4,2
4733,2,,2,2,1,9,1,1,1,9,3,3,4,4,9,9,3,81,,2,2,1,8,2
2586,3,2,1,2,9,2,1,1,9,2,1,2,3,4,2,5,5,60,,1,1,4,1,2
5271,3,3,1,2,1,2,1,9,2,2,2,1,2,4,3,5,7,54,,2,2,1,3,2
2171,3,2,3,2,1,1,2,1,1,1,3,2,4,3,1,3,6,23,,2,1,4,1,2
2915,9,2,2,1,2,2,2,2,9,2,3,3,4,4,5,9,8,47,,2,2,1,2,2
2053,3,2,1,2,1,2,9,1,2,2,1,2,1,1,1,5,5,67,,2,2,1,2,1
6367,2,,3,9,2,2,9,1,9,3,3,2,4,2,4,3,1,99,9,2,2,2,1,2
3414,3,9,1,1,2,1,2,2,2,2,3,2,4,4,4,2,7,77,,2,2,1,3,2
3193,1,,3,2,2,1,1,1,1,1,3,2,3,1,2,3,3,18,,2,1,4,3,2
3764,2,,2,2,1,2,1,1,2,3,3,2,4,4,5,4,3,77,,2,2,2,9,2
4103,3,2,1,2,1,2,1,1,2,1,3,2,3,3,3,4,8,67,,2,2,2,3,2
6126,2,,1,2,1,2,1,1,2,3,1,1,4,4,2,5,6,33,,1,2,1,4,1
7208,1,,1,1,2,1,2,2,2,2,3,2,2,4,5,3,7,51,,1,2,1,4,2
2368,2,,2,9,9,9,2,9,1,9,2,2,2,3,4,9,2,80,,2,2,5,2,2
1988,3,3,3,9,9,9,9,2,2,1,1,3,4,3,4,9,9,99,1,9,2,5,9,1
3165,4,1,1,2,1,2,1,1,2,2,2,1,2,2,9,5,7,35,,2,1,5,4,1
4016,3,3,1,1,2,1,2,2,2,2,3,2,3,2,3,3,8,99,3,2,2,5,4,1
4022,3,2,1,9,1,2,1,1,2,2,4,2,4,4,3,3,8,63,,2,2,1,9,2
1019,2,,1,2,1,2,1,1,2,1,1,2,4,4,2,5,7,71,,1,2,1,2,2
5250,2,,1,2,1,2,1,1,2,2,3,2,4,3,3,5,7,47,,1,2,1,4,1
60,3,3,3,2,1,2,1,1,2,2,2,2,4,1,4,3,3,35,,1,2,2,1,2
87,4,3,1,9,2,1,1,9,2,2,3,2,3,4,3,3,3,52,,2,2,1,2,1
65,1,,2,2,9,2,1,2,2,2,3,2,4,4,5,3,7,88,,2,2,1,2,1
103,1,,1,1,2,1,2,1,2,2,3,2,1,4,3,3,6,50,,2,2,1,4,2
189,1,,2,2,1,1,1,1,1,1,1,2,3,4,3,3,3,18,,2,2,1,2,1
145,3,2,1,9,9,2,1,1,2,2,2,3,4,2,1,5,3,81,,2,2,1,8,1
219,3,3,2,2,1,2,1,1,2,2,3,3,4,4,9,9,9,82,,9,2,1,9,2
212,2,,1,2,1,3,1,1,1,2,1,2,4,1,2,4,8,54,,2,2,1,4,1
179,4,3,1,1,2,9,2,2,2,2,2,2,2,2,9,3,4,57,,2,2,1,9,1
296,1,,1,1,2,1,2,2,2,2,1,2,4,4,4,2,7,62,,2,2,1,3,2
311,3,3,1,2,1,1,1,1,1,1,3,2,4,4,4,4,3,63,,2,2,2,3,1
321,2,,2,2,1,2,1,1,2,2,3,2,4,4,2,3,3,59,,2,2,1,1,1
339,1,,1,1,2,1,1,2,2,1,1,3,2,2,5,4,3,19,,2,2,1,1,1
349,2,,2,2,1,9,1,1,9,3,3,3,4,4,3,9,3,79,,2,2,1,4,2
323,2,,2,2,1,2,9,1,2,2,3,3,4,4,4,9,4,89,,2,2,1,1,1
388,4,3,1,2,9,2,1,9,2,2,3,3,4,4,9,3,3,99,3,2,2,2,9,1
378,1,,1,1,2,1,2,2,2,2,1,1,4,3,4,5,5,80,,2,2,1,3,2
413,9,3,2,1,2,2,1,2,2,2,2,3,2,3,9,3,2,88,,2,2,1,2,1
399,3,2,1,9,9,2,1,1,2,3,3,2,4,4,3,5,8,70,,2,2,2,9,2
416,4,3,3,2,1,2,1,1,2,3,3,2,4,4,3,9,3,77,,2,2,1,1,2
401,4,1,2,2,1,1,2,1,1,1,4,2,1,1,1,9,1,59,,2,2,2,4,1
422,1,,1,1,2,1,2,2,2,2,3,2,4,4,4,3,3,71,,2,2,1,1,2
462,9,9,3,9,9,2,1,2,1,2,3,3,4,4,9,9,3,18,,2,2,1,8,2
454,2,,1,2,1,2,1,9,9,1,3,3,4,4,4,2,3,63,,2,2,1,1,1
494,4,3,1,2,2,1,1,2,2,2,2,3,2,2,9,3,6,53,,2,2,1,1,1
660,2,,1,2,1,2,1,2,2,2,3,3,4,9,9,9,9,63,,9,2,1,9,2
654,1,,2,1,2,1,2,2,1,2,1,3,4,1,1,4,7,98,,2,2,1,2,1
700,3,1,1,1,2,9,2,2,2,2,2,2,2,2,5,9,6,70,,2,2,1,1,1
842,4,3,1,1,2,9,2,1,2,2,2,2,2,2,1,1,6,24,,2,2,1,2,1
838,4,3,1,1,2,2,1,1,9,9,3,2,2,1,3,9,8,36,,1,2,3,8,2
920,1,,1,1,2,9,1,2,2,2,3,2,3,1,5,2,7,40,,1,2,1,3,2
961,2,,1,9,9,9,1,1,2,1,2,2,2,2,2,9,6,69,,2,2,2,4,1
975,4,3,2,2,9,9,1,9,9,2,3,3,4,4,9,9,3,81,,2,2,1,9,2
992,3,1,1,1,2,1,2,2,2,2,3,2,2,2,4,9,5,80,,2,2,1,1,1
1035,1,,1,9,9,9,1,2,9,2,9,3,4,4,5,3,3,85,,2,2,1,1,2
1048,9,3,2,2,1,2,1,2,9,2,3,3,4,4,4,3,1,65,,2,1,4,2,2
1060,1,,1,1,2,1,2,2,2,2,2,2,2,2,3,3,7,36,,1,2,1,3,1
1069,4,3,2,2,9,9,2,2,2,2,2,1,2,2,3,3,7,45,,1,1,4,3,1
1077,1,,1,1,2,2,2,2,2,2,2,3,2,4,1,3,7,79,,2,2,1,2,1
1098,1,,1,2,2,9,1,2,9,2,3,3,4,4,5,3,5,48,,2,2,1,8,2
1131,3,2,1,2,9,2,1,1,2,3,3,2,4,4,3,5,7,65,,2,2,9,4,1
869,2,,2,2,9,2,1,1,2,1,3,2,3,3,3,1,8,58,,2,2,2,4,2
848,4,2,1,2,1,2,2,1,1,1,1,3,3,3,3,3,5,25,,2,2,1,2,1
985,1,,2,2,9,2,2,1,1,1,2,3,3,3,2,3,5,20,,2,9,3,2,2
429,2,,2,1,2,1,2,1,9,1,3,2,1,4,3,4,3,19,,2,1,4,2,1
389,1,,2,1,2,1,1,2,2,2,1,3,1,3,3,4,8,34,,1,2,1,4,1
12,4,1,1,1,2,1,2,2,2,2,3,2,4,4,5,1,7,31,,1,2,3,1,1
147,9,2,1,1,2,2,1,2,2,2,2,3,2,2,2,9,4,67,,2,2,2,3,1
346,4,3,3,9,2,2,1,2,2,2,3,3,4,4,4,3,6,36,,1,2,1,1,1
22,2,,1,2,1,9,9,9,9,9,9,3,9,9,3,3,5,57,,1,2,2,3,2
44,3,3,1,9,2,2,1,9,2,9,3,1,4,4,3,9,8,38,,1,2,1,4,1
484,1,,1,1,2,1,9,9,9,9,9,3,3,3,2,4,7,51,,1,2,1,4,1
1076,4,3,2,2,1,2,1,9,2,3,1,3,3,3,4,4,8,40,,1,2,1,3,1
892,9,1,1,9,9,9,1,9,9,9,1,3,1,1,2,4,7,40,,1,2,1,4,2
1496,2,,1,2,1,2,1,1,2,1,3,1,2,2,1,5,8,30,,2,2,1,1,2
1539,3,2,1,2,1,2,2,1,2,1,2,1,2,2,3,5,7,42,,1,2,1,3,1
1717,9,1,1,1,2,2,2,2,2,2,3,2,4,4,4,2,3,60,,2,2,1,3,1
1731,1,,1,1,2,1,2,2,1,2,3,2,4,4,5,9,8,65,,2,2,3,1,2
1849,2,,3,9,9,9,9,9,9,3,3,3,4,4,9,9,3,66,,2,9,2,9,2
2115,2,,2,2,9,2,1,1,2,3,3,2,4,1,3,5,8,27,,2,2,1,4,2
2164,3,1,1,1,2,3,2,2,2,2,1,1,1,1,4,2,6,81,,2,2,1,3,1
2202,9,3,1,1,2,2,1,2,2,2,3,3,4,2,2,3,6,72,,2,2,1,9,2
2208,4,3,1,2,1,2,2,1,1,1,1,2,4,4,3,4,8,50,,2,2,3,4,1
2309,2,,1,2,1,2,1,1,2,1,2,1,2,2,2,5,7,36,,2,2,1,3,1
2273,1,,3,2,9,3,9,2,9,3,1,2,4,4,4,3,5,39,,2,2,1,1,2
2439,1,,2,2,2,9,1,2,2,2,3,3,4,4,4,9,3,84,,2,2,1,2,1
2517,2,,3,2,1,1,1,1,1,1,1,2,4,1,3,3,3,25,,2,1,3,1,1
2520,3,3,3,1,9,2,2,1,1,2,3,3,4,2,3,9,1,65,,2,2,1,9,2
2535,2,,2,2,1,2,1,1,1,2,3,2,4,4,2,5,3,68,,2,2,1,1,1
2481,2,,1,2,2,2,1,9,2,1,3,2,4,1,2,5,7,67,,2,2,1,2,2
2570,3,1,1,2,2,1,2,2,1,2,3,3,4,4,5,3,5,63,,2,1,4,4,2
2507,9,3,1,2,2,1,9,1,2,2,3,3,4,4,2,3,8,73,,2,2,1,4,2
2551,3,3,2,2,9,2,1,9,9,3,3,3,4,4,3,9,3,83,,2,2,1,1,2
2625,3,3,1,1,2,1,1,2,2,2,3,2,4,4,3,5,3,66,,2,2,1,2,1
2664,3,1,1,2,9,2,1,1,2,2,1,3,4,4,4,2,8,46,,1,2,1,3,2
2635,9,9,3,9,9,1,2,1,1,1,1,3,1,1,9,9,8,64,,2,2,1,8,1
2719,1,,1,2,1,2,1,1,2,1,1,2,1,1,3,5,8,65,,2,2,3,9,1
2742,1,,1,2,1,2,1,2,2,2,3,2,4,4,5,3,3,86,,2,2,1,1,2
2783,4,1,1,2,2,1,1,9,2,2,3,2,4,4,3,3,7,61,,2,2,1,4,2
2780,3,3,3,9,9,1,1,1,1,1,2,2,4,4,3,3,1,43,,2,2,1,2,1
2793,2,,1,2,1,2,1,2,2,2,3,2,4,1,3,9,7,62,,2,1,4,4,1
2843,1,,2,1,2,1,2,2,2,2,1,3,4,4,5,1,3,24,,1,1,4,1,1
2871,2,,2,9,9,9,9,1,9,2,3,3,4,4,1,3,7,42,,1,2,1,4,2
2890,3,2,1,2,9,1,9,1,1,9,1,3,4,4,3,3,5,19,,2,2,3,1,2
2845,2,,1,2,2,2,1,1,2,3,3,2,4,4,2,5,7,69,,2,2,2,4,1
3012,2,,2,9,9,9,9,1,9,1,3,3,4,4,1,3,7,21,,2,2,3,9,1
3038,1,,2,2,2,9,1,2,1,3,1,2,4,3,3,3,6,81,,2,2,1,2,2
3010,3,3,2,9,2,9,2,2,2,3,1,2,4,1,3,3,8,50,,2,2,3,9,2
3083,4,3,2,2,1,2,1,1,1,1,1,3,4,4,3,3,3,22,,2,1,3,9,2
3131,2,,3,9,9,9,9,9,2,2,2,2,1,3,3,5,5,21,,2,1,4,2,1
3111,2,,1,2,1,1,1,1,2,2,3,2,4,4,3,3,5,60,,2,2,1,9,1
3123,1,,1,1,2,1,2,2,2,2,1,2,1,4,4,3,8,62,,2,2,2,4,1
3221,9,3,2,9,9,9,1,9,9,2,3,3,4,4,4,9,3,57,,2,2,3,2,2
3220,2,,1,2,2,2,1,1,2,3,1,1,4,4,2,4,7,28,,2,2,1,4,2
1741,3,9,3,9,9,9,9,9,9,9,3,2,4,4,2,9,9,45,,1,2,2,9,2
2451,9,2,3,9,9,2,1,1,9,2,3,3,4,4,2,2,6,30,,1,2,3,3,2
2993,4,2,3,2,9,2,9,1,1,2,3,2,4,4,4,2,5,20,,2,1,4,2,1
2260,2,,3,2,1,3,1,1,1,1,1,2,4,4,2,3,8,34,,2,2,1,1,1
1749,2,,3,2,1,2,1,1,2,2,2,1,2,4,1,5,7,19,,2,2,1,4,2
766,9,9,2,9,9,9,9,9,2,2,3,3,4,4,9,9,7,37,,1,2,1,9,2
2320,2,,2,2,9,2,1,2,2,2,3,3,4,4,4,9,6,28,,2,1,4,9,2
1817,4,3,2,1,2,2,9,2,9,3,1,3,1,1,3,3,7,28,,2,2,2,9,1
2113,1,,2,2,1,2,2,2,2,2,2,3,3,3,4,4,7,36,,2,1,4,2,1
1465,2,,1,2,1,2,1,1,1,1,1,3,1,1,3,4,7,50,,1,1,2,3,2
3395,2,,3,9,1,2,1,1,2,2,3,3,4,4,4,3,2,64,,2,2,2,1,2
3402,1,,1,2,2,1,2,2,2,2,1,3,4,1,5,2,3,76,,2,2,1,2,2
3410,1,,1,1,2,1,1,1,1,2,2,2,2,2,4,3,1,55,,1,2,1,1,1
3401,2,,2,2,9,2,1,1,9,3,3,3,4,3,4,3,2,84,,2,2,2,8,2
3467,1,,3,2,1,2,1,2,2,2,1,3,4,3,4,3,7,42,,1,2,1,9,1
3580,2,,1,2,1,9,1,1,1,2,1,3,4,2,4,2,5,55,,2,2,1,4,2
3626,2,,3,9,9,9,2,9,2,2,3,3,4,4,4,2,1,35,,2,2,1,2,2
3725,4,3,1,2,9,1,1,9,9,1,2,2,4,4,3,3,5,64,,2,2,1,2,1
3690,2,,1,2,1,2,1,1,2,9,3,3,9,4,2,5,7,92,,2,2,1,2,2
3744,1,,1,1,1,2,1,2,2,2,1,2,2,2,4,4,8,74,,2,2,1,2,1
3797,1,,1,1,2,2,1,2,2,2,2,2,2,2,3,3,7,65,,2,2,1,4,1
3661,3,3,2,2,1,1,1,1,1,1,3,2,4,4,3,3,8,34,,2,2,1,9,1
3776,3,1,1,1,2,1,2,2,2,2,2,1,2,2,5,1,7,99,3,2,2,1,4,1
3824,4,3,1,1,2,3,2,2,2,2,3,2,4,3,5,1,7,99,9,2,9,9,9,2
3786,1,,1,1,2,1,2,2,2,2,1,1,4,4,4,3,7,60,,2,2,1,4,1
3863,3,3,2,9,2,1,2,2,2,2,3,2,4,4,3,3,3,58,,1,2,1,9,1
3826,1,,3,9,2,1,1,9,2,2,9,2,3,1,5,2,5,56,,2,1,1,4,1
3966,3,3,1,2,1,2,1,9,9,2,3,3,4,4,3,3,3,56,,2,2,1,3,2
4057,3,9,1,2,9,2,2,2,2,2,3,2,4,4,1,4,5,29,,2,1,4,3,1
4056,3,2,1,2,1,1,1,1,1,9,2,2,3,3,4,9,3,81,,2,2,2,1,2
4104,3,3,2,2,2,2,1,2,2,2,2,2,4,2,3,2,3,46,,1,2,1,3,1
4093,2,,1,9,9,3,1,9,9,2,3,3,4,2,3,9,2,75,,2,2,1,3,1
4121,3,2,1,2,2,2,1,1,2,2,3,2,4,2,4,3,3,63,,2,2,1,3,1
4146,2,,1,2,1,2,1,1,2,1,1,2,4,3,1,5,6,53,,2,2,1,9,1
4190,2,,1,2,1,2,1,1,1,2,1,2,1,1,3,5,5,60,,2,2,2,1,1
4243,3,3,3,9,9,9,9,9,9,9,9,3,9,9,2,3,6,20,,2,2,1,2,2
4193,1,,1,1,2,1,2,2,2,2,3,2,4,2,5,2,3,70,,2,2,1,3,2
4206,2,,2,2,9,2,1,1,1,9,1,2,3,3,1,9,8,60,,2,2,2,9,2
4262,2,,1,2,1,2,1,2,2,1,1,2,1,1,3,5,3,83,,2,2,1,8,1
4343,1,,2,2,2,9,2,2,2,1,1,3,4,4,4,3,7,93,,2,2,1,3,1
3481,4,3,3,9,9,9,1,2,2,2,3,3,4,4,9,9,2,42,,1,2,1,4,1
4465,2,,1,1,2,1,2,1,1,2,3,2,4,1,3,3,5,19,,2,1,4,2,2
4577,3,3,1,1,2,2,1,1,2,1,1,2,2,3,3,3,8,65,,2,2,1,3,1
4699,2,,1,2,1,2,1,1,2,2,2,2,2,2,1,5,3,74,,2,2,1,2,2
4840,3,3,2,2,1,2,1,9,1,2,3,3,4,4,3,3,6,37,,1,2,1,2,2
4847,3,2,1,2,1,2,1,1,2,2,3,2,4,3,3,4,7,62,,2,2,1,4,1
4975,2,,1,2,2,2,1,1,2,1,1,1,3,1,3,5,8,68,,2,2,1,4,2
5015,1,,1,1,2,1,2,2,2,2,2,2,4,4,4,9,5,77,,2,2,1,9,1
5009,2,,1,2,9,2,1,1,2,2,3,2,4,4,1,1,8,68,,2,2,1,2,1
5038,2,,1,2,2,2,1,2,2,2,2,3,4,4,4,9,3,99,3,2,2,1,1,2
5071,1,,1,1,1,1,2,2,2,2,2,1,2,2,5,2,8,29,,1,2,1,2,1
5100,3,3,3,2,9,2,2,1,1,1,1,3,1,1,5,2,3,70,,2,2,3,2,2
5115,3,1,1,1,2,1,1,2,2,2,2,2,4,2,3,4,7,70,,2,2,1,9,1
5145,1,,1,2,2,9,2,2,2,2,3,2,4,4,4,2,5,47,,1,2,1,4,1
5152,1,,1,1,2,1,2,1,1,2,3,3,4,3,2,2,3,20,,2,2,1,1,1
276,4,3,3,9,9,9,9,9,9,2,2,2,2,4,9,9,9,68,,2,2,1,9,1
5174,3,2,1,2,1,2,1,1,2,2,1,3,1,1,2,5,5,60,,2,2,1,4,2
5182,2,,1,1,1,2,1,1,1,1,1,1,1,1,2,3,6,25,,2,2,3,3,1
5194,4,1,1,1,2,9,2,2,2,2,3,3,4,2,5,2,4,56,,2,2,1,2,1
607,1,,2,1,2,1,1,2,1,2,1,3,3,3,5,2,7,22,,2,1,4,2,2
77,3,3,3,2,2,2,1,1,1,1,4,3,3,3,4,3,5,28,,2,2,1,3,2
3579,2,,1,1,2,2,1,2,2,1,1,2,2,1,3,2,7,45,,1,2,2,3,1
1394,1,,2,9,1,9,1,9,9,2,1,3,3,3,3,1,5,59,,2,2,1,2,1
5000,4,1,2,2,1,2,1,1,1,1,2,3,2,2,4,2,8,27,,1,2,5,9,1
5191,1,,2,2,1,3,1,1,2,2,2,3,4,2,9,5,5,25,,2,2,1,2,2
684,3,2,3,2,1,2,1,1,1,2,1,3,3,3,3,3,5,20,,2,1,2,2,1
4202,1,,3,1,1,2,1,1,2,1,3,3,4,4,2,5,5,37,,1,2,4,2,2
1771,9,3,3,1,2,1,1,2,1,1,1,3,1,1,1,5,5,19,,2,2,1,1,1
1679,3,2,3,9,2,2,2,1,2,2,2,3,2,2,4,2,5,19,,2,2,1,9,1
3508,1,,3,2,2,2,1,2,2,2,2,3,4,4,9,9,9,41,,9,2,1,9,2
4007,2,,1,2,1,9,1,1,9,9,9,3,9,3,3,3,5,92,,2,2,1,9,2
4551,1,,1,2,1,2,1,2,2,2,3,3,3,3,5,2,3,74,,2,2,1,2,2
5222,1,,2,9,2,3,2,2,2,2,3,2,4,3,5,2,5,64,,2,2,1,2,1
5252,2,,1,2,1,3,1,1,2,1,3,2,4,1,9,5,7,60,,2,2,1,8,2
5286,2,,2,2,1,2,1,1,1,1,3,3,4,3,3,3,7,76,,2,2,1,3,1
5324,9,1,1,1,2,2,2,2,2,2,2,3,2,2,9,9,5,35,,1,2,1,2,2
5346,3,3,1,1,2,1,1,2,2,2,2,3,4,4,5,3,3,68,,2,2,1,2,1
5361,3,1,2,2,1,2,1,2,2,2,2,2,2,4,4,9,3,44,,2,2,1,1,2
5388,9,3,1,2,9,2,1,1,1,2,3,3,4,4,3,3,3,59,,2,2,1,2,2
5405,3,3,1,2,1,2,1,1,2,1,4,2,4,4,3,5,5,51,,2,2,9,3,2
5463,2,,3,9,2,2,9,1,2,2,3,2,4,4,5,3,3,53,,2,1,4,3,2
5471,3,1,1,1,2,1,1,2,2,2,3,2,2,2,4,3,7,48,,1,2,1,4,1
5444,3,2,1,2,2,2,1,1,2,2,9,1,4,4,2,5,7,27,,2,2,1,3,1
5496,3,3,1,1,2,2,2,1,1,2,3,2,4,3,3,3,3,29,,1,2,1,2,2
5515,2,,1,2,2,3,1,1,2,2,1,2,4,4,3,5,7,64,,2,2,1,3,1
5565,2,,3,2,1,2,2,2,2,2,1,2,1,1,4,3,3,55,,2,2,1,1,1
5626,4,1,2,1,2,9,9,2,2,2,2,2,2,2,9,9,3,50,,2,2,1,2,1
5795,2,,1,2,1,2,1,9,2,2,2,1,2,2,2,5,3,29,,2,2,1,2,1
5901,3,2,3,2,9,2,1,1,2,2,1,3,4,4,3,9,3,45,,2,2,2,2,2
5904,2,,3,2,2,2,1,1,1,1,3,3,4,4,3,2,3,19,,2,2,1,8,2
5912,1,,1,2,2,1,1,2,2,2,3,2,4,4,4,2,7,43,,1,2,1,4,1
5971,3,3,2,1,2,1,1,2,2,2,1,2,1,1,3,4,7,99,3,2,2,1,9,2
5999,1,,2,2,2,2,1,2,2,2,3,3,4,4,3,9,7,37,,1,2,1,3,2
5942,1,,3,9,2,1,1,2,2,2,2,3,4,4,1,2,5,49,,1,2,1,2,1
6054,1,,2,2,1,2,1,2,2,2,1,3,4,4,3,3,3,19,,2,2,1,1,2
6177,9,9,1,2,9,9,9,2,9,2,3,3,4,4,3,9,1,45,,1,2,1,8,1
6271,2,,2,2,1,9,9,1,9,2,2,2,3,4,1,9,3,18,,2,1,4,8,1
6317,9,3,1,2,2,2,1,2,2,2,1,1,3,1,9,9,2,24,,2,2,1,2,1
6348,3,3,3,9,9,3,1,1,9,3,3,3,4,4,3,9,3,39,,2,2,1,9,2
6501,1,,1,1,2,1,2,2,2,2,3,3,4,4,5,2,7,50,,1,2,1,4,2
6567,2,,2,2,1,2,2,1,1,1,1,2,3,1,3,3,7,27,,1,1,4,2,2
6988,9,3,1,1,9,1,1,2,9,2,1,3,4,4,4,3,3,46,,1,2,1,2,2
7154,4,1,2,2,2,1,1,2,2,2,1,2,4,2,4,3,3,53,,2,2,1,1,2
7257,1,,1,9,2,2,9,2,2,2,3,3,4,4,4,3,7,50,,1,2,1,4,2
7303,2,,2,1,2,2,1,1,2,1,2,2,3,2,2,5,5,26,,1,2,2,2,2
7304,4,1,3,2,9,9,9,1,9,9,3,3,4,4,2,9,5,24,,2,2,2,1,2
7450,1,,1,1,2,2,1,2,2,2,3,2,3,4,4,4,7,34,,1,2,1,3,2
7490,2,,1,2,9,2,1,2,2,2,1,3,3,1,1,9,3,18,,2,2,1,2,2
7534,4,9,2,2,9,2,1,1,1,1,3,3,4,4,3,3,7,29,,2,2,2,3,2
7568,2,,2,2,2,2,1,1,2,1,3,3,4,4,3,5,8,99,3,2,2,1,4,2
